signal,start,signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,below_regime_share,wait_regime_share
TQQQ,2010-02-12,160,83.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,84.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,84.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,85.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,85.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,86.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,86.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,87.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,87.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,88.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,88.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,89.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,89.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,90.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,90.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,91.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,91.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,92.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,92.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,93.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,93.5,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
TQQQ,2010-02-12,160,94.0,0.27194543483847067,0.44557331361664687,-0.6267779539473692,48.622168150445134,0.0,0.24182845908085523
